  
       XFOIL         Version 6.99
  
 Calculated polar for: MH 117  9.8%                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   5.200   0.8861   0.00806   0.00291  -0.0666   0.2569   1.0000
   5.400   0.9060   0.00834   0.00310  -0.0662   0.2362   1.0000
   5.600   0.9259   0.00862   0.00330  -0.0658   0.2158   1.0000
   5.800   0.9453   0.00894   0.00352  -0.0654   0.1941   1.0000
   6.000   0.9650   0.00923   0.00374  -0.0650   0.1761   1.0000
   6.200   0.9846   0.00952   0.00396  -0.0647   0.1590   1.0000
   6.400   1.0038   0.00986   0.00421  -0.0642   0.1409   1.0000
   6.600   1.0230   0.01019   0.00446  -0.0638   0.1251   1.0000
   6.800   1.0421   0.01051   0.00472  -0.0633   0.1107   1.0000
   7.000   1.0612   0.01084   0.00500  -0.0628   0.0974   1.0000
   7.200   1.0801   0.01118   0.00528  -0.0624   0.0860   1.0000
   7.400   1.0992   0.01148   0.00556  -0.0619   0.0771   1.0000
   7.600   1.1182   0.01180   0.00585  -0.0614   0.0689   1.0000
   7.800   1.1365   0.01217   0.00618  -0.0609   0.0597   1.0000
   8.000   1.1551   0.01251   0.00648  -0.0603   0.0532   1.0000
   8.200   1.1736   0.01284   0.00679  -0.0598   0.0466   1.0000
   8.400   1.1914   0.01324   0.00714  -0.0592   0.0400   1.0000
   8.600   1.2099   0.01355   0.00747  -0.0587   0.0354   1.0000
   8.800   1.2274   0.01394   0.00783  -0.0580   0.0308   1.0000
   9.000   1.2453   0.01429   0.00818  -0.0574   0.0272   1.0000
   9.200   1.2630   0.01464   0.00853  -0.0568   0.0241   1.0000
   9.400   1.2794   0.01510   0.00897  -0.0560   0.0201   1.0000
   9.600   1.2968   0.01544   0.00934  -0.0553   0.0182   1.0000
   9.800   1.3127   0.01591   0.00978  -0.0545   0.0152   1.0000
  10.000   1.3288   0.01635   0.01023  -0.0536   0.0127   1.0000
  10.200   1.3431   0.01691   0.01078  -0.0525   0.0097   1.0000
  10.400   1.3568   0.01749   0.01138  -0.0513   0.0070   1.0000
  10.600   1.3694   0.01814   0.01204  -0.0500   0.0050   1.0000
  10.800   1.3799   0.01892   0.01287  -0.0483   0.0037   1.0000
  11.000   1.3925   0.01948   0.01348  -0.0470   0.0033   1.0000
  11.200   1.4018   0.02010   0.01416  -0.0451   0.0029   1.0000
  11.400   1.4089   0.02080   0.01491  -0.0429   0.0026   1.0000
  11.600   1.4116   0.02180   0.01602  -0.0401   0.0022   1.0000
  11.800   1.4207   0.02240   0.01667  -0.0384   0.0021   1.0000
  12.000   1.4274   0.02317   0.01752  -0.0365   0.0021   1.0000
  12.200   1.4352   0.02389   0.01829  -0.0348   0.0019   1.0000
  12.400   1.4415   0.02474   0.01921  -0.0331   0.0018   1.0000
  12.600   1.4468   0.02568   0.02023  -0.0314   0.0017   1.0000
  12.800   1.4520   0.02668   0.02131  -0.0298   0.0016   1.0000
  13.000   1.4558   0.02782   0.02253  -0.0283   0.0016   1.0000
  13.200   1.4575   0.02920   0.02399  -0.0267   0.0014   1.0000
  13.400   1.4588   0.03066   0.02553  -0.0254   0.0014   1.0000
  13.600   1.4540   0.03274   0.02774  -0.0239   0.0013   1.0000
  13.800   1.4489   0.03497   0.03009  -0.0227   0.0013   1.0000
  14.000   1.4395   0.03778   0.03305  -0.0217   0.0012   1.0000
  14.200   1.4296   0.04080   0.03622  -0.0211   0.0012   1.0000
  14.400   1.4371   0.04207   0.03752  -0.0209   0.0012   1.0000
  14.600   1.4184   0.04641   0.04205  -0.0210   0.0012   1.0000
  15.000   1.4121   0.05193   0.04776  -0.0217   0.0012   1.0000
  15.200   1.4027   0.05573   0.05168  -0.0226   0.0011   1.0000
  15.400   1.3968   0.05920   0.05525  -0.0236   0.0011   1.0000
  15.600   1.3862   0.06355   0.05972  -0.0252   0.0011   1.0000
  15.800   1.3768   0.06796   0.06425  -0.0269   0.0011   1.0000
  16.000   1.3667   0.07268   0.06909  -0.0290   0.0011   1.0000
  16.200   1.3506   0.07866   0.07518  -0.0318   0.0012   1.0000
  16.400   1.3407   0.08381   0.08045  -0.0344   0.0011   1.0000
  16.600   1.3272   0.08986   0.08662  -0.0375   0.0011   1.0000
  16.800   1.3101   0.09684   0.09373  -0.0413   0.0011   1.0000
  17.000   1.2925   0.10414   0.10115  -0.0453   0.0012   1.0000
  17.200   1.2762   0.11138   0.10850  -0.0494   0.0012   1.0000
  17.400   1.2574   0.11932   0.11656  -0.0538   0.0012   1.0000
  17.600   1.2422   0.12662   0.12396  -0.0580   0.0012   1.0000
  17.800   1.2254   0.13443   0.13187  -0.0625   0.0012   1.0000
  18.000   1.2135   0.14128   0.13881  -0.0665   0.0012   1.0000
  18.200   1.1981   0.14897   0.14659  -0.0710   0.0012   1.0000
  18.400   1.1877   0.15556   0.15326  -0.0749   0.0012   1.0000
  18.600   1.1824   0.16098   0.15873  -0.0781   0.0012   1.0000
  18.800   1.1697   0.16839   0.16622  -0.0826   0.0012   1.0000
  19.000   1.1646   0.17391   0.17180  -0.0860   0.0012   1.0000
  19.200   1.1608   0.17911   0.17705  -0.0892   0.0012   1.0000
  19.400   1.1569   0.18442   0.18240  -0.0924   0.0012   1.0000
  19.600   1.1469   0.19153   0.18959  -0.0968   0.0012   1.0000
  19.800   1.1450   0.19633   0.19443  -0.0998   0.0012   1.0000
  20.000   1.1415   0.20175   0.19989  -0.1032   0.0013   1.0000
  20.200   1.1358   0.20790   0.20609  -0.1069   0.0012   1.0000
  20.400   1.1329   0.21333   0.21158  -0.1103   0.0013   1.0000
  20.600   1.1315   0.21828   0.21656  -0.1134   0.0013   1.0000
  20.800   1.1260   0.22493   0.22327  -0.1173   0.0013   1.0000
  21.000   1.1244   0.23018   0.22856  -0.1205   0.0013   1.0000
  21.200   1.1139   0.23952   0.23798  -0.1256   0.0014   1.0000
